Date,Open,High,Low,Close,Adj Close,Volume
2020-03-24,123.680000,127.959999,116.129997,127.680000,127.680000,43683100
2020-03-25,154.899994,174.770004,141.000000,158.729996,158.729996,77826000
2020-03-26,172.289993,186.479996,167.179993,180.550003,180.550003,63267300
2020-03-27,172.000000,172.919998,155.539993,162.000000,162.000000,47880200
2020-03-30,153.809998,153.809998,140.679993,152.279999,152.279999,51052500
2020-03-31,155.000000,160.639999,149.000000,149.139999,149.139999,29954000
2020-04-01,138.910004,144.380005,130.000000,130.699997,130.699997,41899700
2020-04-02,128.509995,136.679993,120.019997,123.269997,123.269997,42372400
2020-04-03,125.000000,131.289993,122.500000,124.519997,124.519997,37347400
2020-04-06,133.699997,149.690002,129.210007,148.770004,148.770004,51085500
2020-04-07,162.000000,164.800003,140.259995,141.580002,141.580002,56699100
2020-04-08,147.509995,154.000000,144.550003,146.869995,146.869995,41351000
2020-04-09,154.710007,157.979996,150.089996,151.839996,151.839996,38049500
2020-04-13,155.500000,156.000000,146.259995,147.330002,147.330002,26034100
2020-04-14,150.509995,152.399994,140.000000,141.000000,141.000000,33970500
2020-04-15,139.000000,148.690002,132.899994,145.979996,145.979996,39297600
2020-04-16,141.460007,143.240005,134.000000,134.240005,134.240005,41364800
2020-04-17,149.410004,154.000000,145.000000,154.000000,154.000000,52389400
2020-04-20,147.210007,151.630005,142.500000,143.610001,143.610001,34983800
2020-04-21,139.009995,141.899994,135.449997,136.330002,136.330002,27043800
2020-04-22,140.419998,140.820007,134.520004,134.970001,134.970001,22842600
2020-04-23,136.500000,142.380005,136.050003,137.740005,137.740005,25936400
2020-04-24,137.000000,137.570007,128.330002,128.979996,128.979996,35947700
2020-04-27,129.970001,131.199997,123.830002,128.679993,128.679993,34563000
2020-04-28,133.880005,137.199997,127.739998,131.300003,131.300003,37806900
2020-04-29,138.080002,147.179993,135.250000,139.000000,139.000000,60454400
2020-04-30,137.669998,144.649994,132.309998,141.020004,141.020004,37732800
2020-05-01,143.229996,143.710007,132.839996,133.369995,133.369995,36613100
2020-05-04,127.120003,131.500000,124.349998,131.460007,131.460007,30708900
2020-05-05,132.880005,133.800003,125.000000,125.400002,125.400002,30621000
2020-05-06,125.800003,126.860001,121.370003,121.860001,121.860001,29627700
2020-05-07,122.809998,130.710007,122.360001,128.649994,128.649994,29525000
2020-05-08,132.570007,135.550003,131.559998,133.440002,133.440002,22739700
2020-05-11,130.919998,131.000000,127.949997,128.910004,128.910004,20018600
2020-05-12,129.720001,133.119995,125.199997,125.220001,125.220001,22579000
2020-05-13,125.000000,125.070000,119.330002,121.500000,121.500000,26002000
2020-05-14,118.980003,122.610001,113.889999,122.519997,122.519997,37499200
2020-05-15,118.330002,121.889999,117.779999,120.000000,120.000000,26756800
2020-05-18,126.180000,136.199997,125.800003,135.440002,135.440002,43891500
2020-05-19,137.000000,137.039993,130.279999,130.440002,130.440002,32373000
2020-05-20,133.270004,135.449997,131.309998,133.320007,133.320007,21835500
2020-05-21,137.000000,144.240005,136.149994,139.000000,139.000000,48263900
2020-05-22,141.009995,141.080002,135.779999,137.529999,137.529999,21098800
2020-05-26,145.210007,145.910004,142.610001,144.729996,144.729996,30338300
2020-05-27,149.139999,149.649994,141.240005,149.520004,149.520004,32799900
2020-05-28,156.100006,156.699997,149.050003,149.820007,149.820007,34734300
2020-05-29,145.300003,152.000000,142.940002,145.850006,145.850006,33905100
2020-06-01,145.449997,153.550003,144.550003,151.389999,151.389999,27127300
2020-06-02,154.000000,155.850006,151.809998,153.309998,153.309998,24780500
2020-06-03,157.100006,173.779999,155.490005,173.160004,173.160004,66486400
2020-06-04,181.279999,188.600006,177.399994,184.300003,184.300003,67155600
